CGPA,Internships,Projects,Coding_Skills_Score,Communication_Skills_Score,Placement_Status
6.1,1,4,94.6,71.4,0
8.87,3,2,85.3,64.3,1
8.4,1,2,62.2,47.9,1
8.45,1,3,65.0,65.4,1
6.41,3,2,75.8,57.8,1
9.18,3,2,67.5,57.9,1
5.82,3,3,77.7,89.5,0
8.2,1,1,24.9,82.3,0
10.0,5,6,98.9,42.6,1
6.31,0,2,66.1,51.7,0
6.82,1,2,35.8,62.5,0
7.62,4,2,48.6,58.4,1
6.9,0,4,26.7,72.8,0
5.64,5,1,45.4,49.3,0
7.58,2,2,62.4,82.4,0
6.23,1,4,92.3,67.3,0
8.07,0,3,72.4,62.9,1
6.4,0,3,69.2,67.8,0
9.36,4,3,44.6,61.7,1
6.56,2,6,50.2,37.5,0
7.11,2,3,51.6,68.2,1
8.48,1,3,52.3,63.2,0
6.02,0,1,58.7,53.7,0
7.77,2,2,60.0,84.5,1
9.07,1,4,58.9,78.0,1
5.57,3,3,52.9,100.0,0
7.72,0,3,67.4,80.5,1
7.81,1,2,59.3,58.3,0
8.44,1,3,36.3,54.4,1
6.02,4,1,65.6,60.6,1
5.92,3,2,62.9,58.0,1
8.13,2,2,36.6,69.6,0
7.86,2,3,54.4,44.9,1
7.8,2,5,75.7,77.7,0
7.92,2,3,44.5,69.4,1
6.68,2,6,42.6,76.0,1
7.78,1,2,59.2,50.8,0
7.85,0,5,76.2,71.7,0
6.64,4,6,97.6,87.5,1
9.74,0,6,76.9,55.1,1
8.07,3,3,84.5,54.7,1
6.07,1,4,71.2,78.7,0
8.29,2,3,52.7,53.5,0
6.33,2,2,76.7,64.5,1
8.44,5,5,63.5,90.1,1
8.89,1,4,71.8,54.9,1
6.52,1,2,48.0,91.2,0
8.66,5,0,73.4,63.0,1
8.0,1,0,62.8,51.2,1
8.49,1,5,69.2,77.1,1
9.78,3,6,63.5,69.6,1
7.21,0,1,60.0,68.2,1
6.6,1,2,73.7,56.5,0
6.43,0,5,57.7,69.5,0
6.52,0,4,36.4,37.0,0
7.41,3,3,31.3,71.3,1
7.91,3,2,68.3,87.5,1
7.83,1,0,57.0,41.5,1
8.49,2,4,33.9,61.9,1
7.52,0,5,66.9,54.9,1
9.24,0,2,63.3,45.3,0
7.18,4,3,56.0,37.2,1
10.0,1,7,69.4,50.3,1
8.25,4,5,88.7,64.4,1
6.47,4,3,88.1,85.2,1
6.21,4,1,67.6,45.2,1
8.08,2,3,63.5,72.4,1
7.23,2,4,67.8,71.3,1
8.36,3,1,70.6,93.1,1
8.07,2,3,60.2,76.6,1
7.41,5,3,68.1,77.4,1
6.48,5,4,36.7,78.5,1
5.68,1,1,66.5,54.1,0
6.96,2,2,73.6,59.4,1
8.53,1,3,56.2,84.8,1
7.76,2,2,63.3,37.2,1
6.01,4,1,45.0,57.8,0
7.71,2,1,42.5,48.0,0
7.96,4,3,68.8,71.5,1
6.44,1,0,51.9,61.7,0
7.68,3,3,33.0,77.4,1
7.57,2,1,45.0,66.4,0
6.13,3,1,47.6,44.8,0
7.93,3,7,78.9,45.5,1
8.17,1,3,68.2,67.9,1
8.8,3,2,49.3,56.4,1
8.76,1,4,54.4,60.0,1
5.85,3,4,88.6,82.1,0
6.37,4,0,81.8,79.4,0
8.12,2,3,44.9,95.0,0
8.12,3,3,85.9,63.3,1
8.12,3,7,63.5,58.4,1
10.0,3,3,79.4,74.3,1
8.19,3,2,62.1,59.6,1
8.86,1,4,86.3,60.1,1
8.64,0,2,44.1,65.0,0
8.28,4,2,60.4,92.8,1
7.12,1,3,86.9,78.6,1
8.41,2,0,21.9,80.1,0
6.57,1,0,64.2,92.1,0
7.22,5,3,57.9,81.5,1
6.92,1,4,77.3,51.0,1
7.6,2,6,84.3,81.3,1
10.0,2,4,78.1,83.2,1
5.26,1,2,69.3,77.8,1
8.32,0,2,65.7,65.1,0
5.56,0,8,58.8,76.2,0
6.93,2,4,68.8,67.7,1
8.81,2,3,91.3,53.3,1
7.58,3,1,50.1,57.1,1
6.21,3,2,57.8,78.6,0
6.64,0,1,63.6,54.4,0
8.32,3,3,83.0,55.8,1
6.62,1,4,69.0,79.3,1
7.76,1,0,82.7,70.0,0
7.55,3,2,83.6,76.7,0
6.72,0,5,75.7,49.6,0
10.0,1,5,45.8,76.2,1
8.26,2,3,94.9,58.1,1
5.07,2,1,90.4,52.7,0
7.72,1,3,66.1,60.4,0
6.71,1,2,40.1,88.4,0
8.52,0,5,36.9,62.5,1
6.55,1,1,69.6,100.0,0
7.36,2,3,52.4,37.1,0
8.11,1,3,34.1,44.8,0
8.54,4,4,36.6,87.9,1
6.06,1,2,56.5,91.6,1
7.1,3,2,68.5,55.0,1
6.93,1,1,90.3,69.0,1
6.72,3,0,73.7,78.7,1
9.62,0,2,58.1,64.6,0
7.99,1,2,71.8,70.2,1
5.99,2,1,70.2,68.2,1
8.6,1,5,78.3,45.8,1
10.0,2,7,64.3,62.8,1
8.74,2,2,83.7,68.2,0
5.68,2,2,79.8,69.5,1
6.92,4,2,66.5,42.0,0
9.02,2,1,62.9,79.3,1
6.65,3,2,81.6,69.9,1
8.03,2,2,52.2,52.2,1
8.43,1,5,37.9,95.0,1
6.39,2,0,37.8,62.8,1
7.43,4,3,50.7,63.8,1
3.61,2,2,76.9,77.6,0
6.27,0,5,57.4,96.3,0
7.2,3,3,68.7,78.2,0
6.0,0,5,56.1,80.4,0
9.46,5,6,56.2,53.0,1
5.78,2,3,46.5,69.3,1
6.97,3,5,63.3,60.0,1
7.66,2,2,61.8,78.6,0
9.23,5,0,72.4,80.0,1
5.78,2,6,70.2,92.5,1
8.9,2,5,61.5,35.6,1
7.51,1,3,37.9,58.5,0
6.32,1,6,84.3,87.5,1
8.05,5,3,63.5,47.0,1
7.74,1,1,66.4,80.1,1
6.78,2,0,93.8,85.0,1
7.58,0,2,81.3,67.6,0
7.04,4,2,73.0,46.7,0
7.64,2,4,65.0,66.2,1
8.29,3,5,64.8,89.9,1
9.4,3,1,69.3,91.1,1
6.01,3,4,72.3,71.1,0
10.0,2,3,95.8,53.3,1
5.16,1,2,100.0,94.1,1
7.32,2,3,70.2,80.3,1
8.21,3,2,26.2,54.3,0
7.84,3,3,47.9,73.1,1
6.75,3,5,97.6,72.5,1
7.25,2,2,77.9,58.4,0
6.91,3,5,72.7,73.2,1
6.79,2,1,62.0,84.6,1
8.52,0,0,43.6,63.6,0
7.93,4,4,95.2,86.1,1
6.67,3,6,50.2,41.7,1
8.58,2,4,78.1,100.0,1
7.87,3,3,41.6,68.9,1
8.48,2,5,61.1,84.1,1
8.26,1,2,82.9,71.3,1
6.51,4,2,60.5,55.6,1
6.83,3,2,58.4,67.5,0
8.4,4,4,65.2,39.4,1
8.23,1,3,41.0,78.3,1
7.47,2,5,37.6,70.9,1
7.64,1,2,77.9,65.1,0
9.03,2,2,57.4,79.3,1
6.79,1,3,77.7,68.6,1
8.16,1,3,85.1,77.1,0
7.26,5,4,86.6,82.4,1
7.24,0,1,35.8,59.8,0
8.82,2,0,52.4,55.5,0
8.49,4,1,74.7,42.2,1
8.48,2,4,75.0,69.8,1
9.07,0,3,100.0,74.8,1
7.53,5,4,48.7,48.1,1
8.32,2,1,86.0,89.3,1
7.13,4,5,71.7,55.7,1
7.89,3,3,35.5,36.4,1
7.34,1,4,55.1,90.4,1
7.62,2,4,69.7,38.4,1
8.21,5,4,34.3,82.5,1
6.52,1,1,27.7,78.8,0
10.0,1,4,33.3,72.8,1
6.29,1,3,69.7,60.2,1
6.04,3,2,56.3,75.5,1
8.89,2,5,53.8,83.7,1
8.45,1,4,54.5,53.2,0
8.25,0,3,39.4,82.6,0
8.25,1,4,56.8,82.0,1
7.49,0,4,32.2,72.4,1
6.42,3,3,86.4,59.9,1
7.59,2,1,95.5,82.0,1
6.69,0,2,23.1,75.6,0
8.67,1,0,56.6,52.8,1
7.32,3,4,57.7,62.5,0
6.51,2,1,61.9,80.3,1
7.11,1,5,83.0,69.7,1
8.0,3,1,56.6,84.3,1
6.82,4,4,63.4,62.9,1
6.51,0,1,100.0,53.0,0
7.79,1,6,63.0,100.0,1
7.79,1,4,96.8,42.8,1
6.89,2,1,74.0,60.5,1
6.93,2,3,55.0,72.2,0
7.78,0,3,52.0,82.8,0
5.76,2,4,64.9,77.7,0
5.81,0,2,44.7,100.0,1
6.64,4,4,49.5,66.2,1
7.24,1,3,57.4,54.9,0
7.87,5,3,70.3,64.7,1
9.27,1,2,97.9,63.2,1
8.53,1,4,56.3,67.0,1
7.31,0,3,73.3,53.3,1
7.48,1,1,35.7,79.8,1
6.3,2,1,84.1,73.6,0
7.48,0,2,34.0,49.0,1
7.15,3,2,79.4,82.5,1
7.89,4,1,63.5,55.8,0
6.51,2,6,62.8,50.3,1
8.12,5,2,59.6,69.3,1
9.34,2,5,41.6,41.6,1
7.37,3,7,42.5,76.8,1
7.98,1,5,80.1,25.4,1
8.33,2,4,65.2,52.6,1
7.02,0,3,59.5,91.6,1
7.77,3,4,73.0,57.7,1
7.52,1,1,66.8,60.3,0
7.62,3,2,50.7,87.1,1
6.57,3,4,100.0,56.1,1
7.53,1,1,78.3,79.5,0
8.1,3,4,67.3,85.6,1
9.24,0,6,55.8,75.2,1
8.65,1,3,82.1,46.3,1
10.0,0,1,50.8,58.9,0
6.58,2,2,49.3,100.0,0
8.55,1,4,95.5,60.6,1
7.72,4,3,65.6,100.0,1
10.0,3,1,51.3,93.6,1
6.53,1,7,65.1,75.8,1
6.49,1,2,80.3,72.5,0
6.78,4,5,76.2,61.0,1
4.95,1,6,82.5,66.7,1
6.87,1,1,42.5,57.7,0
6.59,1,0,82.1,67.0,0
7.68,3,2,61.8,47.6,0
7.91,1,3,66.6,46.8,1
9.75,2,5,86.8,87.5,1
8.64,5,0,77.6,43.8,1
6.81,1,0,71.3,81.3,0
6.42,2,3,29.3,39.6,0
8.09,5,4,64.2,77.4,1
5.92,1,3,50.9,64.9,0
9.7,4,4,77.8,87.8,1
8.92,4,3,82.8,63.0,1
6.94,1,5,59.6,37.9,0
5.44,2,6,53.0,65.2,0
9.12,3,3,93.0,70.4,1
7.36,5,4,54.1,66.0,1
8.99,0,1,43.5,76.6,0
5.59,4,3,50.0,59.5,0
6.78,3,3,55.0,49.0,1
7.51,1,2,49.5,53.0,0
7.56,4,4,80.2,60.3,0
6.96,1,3,25.4,60.1,0
8.25,2,5,49.1,100.0,1
6.22,1,3,64.1,86.8,1
7.33,4,3,68.8,78.3,0
7.64,3,2,95.5,74.7,1
8.12,5,0,92.8,72.5,1
8.35,1,4,36.2,72.6,1
6.15,2,3,30.7,70.4,0
5.66,1,2,65.4,68.6,0
9.03,2,4,52.9,36.6,0
7.9,3,6,43.5,62.5,1
6.6,3,4,65.3,64.4,0
9.36,0,4,69.2,56.8,1
7.64,1,2,49.9,59.7,0
8.92,1,1,53.8,72.5,0
7.58,4,1,51.3,79.5,1
9.97,1,1,57.6,72.5,1
9.61,4,4,74.7,79.1,1
7.2,0,3,45.6,79.4,0
8.67,3,4,53.5,63.5,1
8.27,1,4,57.8,75.9,1
9.14,2,2,64.9,41.8,1
6.34,4,6,70.0,62.2,0
8.32,2,3,100.0,60.5,1
8.77,1,1,75.3,91.0,1
5.39,1,3,75.7,73.1,0
6.08,2,2,60.2,48.0,0
5.05,1,2,47.4,76.9,0
7.18,2,3,55.5,81.6,0
8.36,1,3,52.2,66.7,1
9.3,2,3,72.1,78.4,1
7.59,0,3,35.3,30.6,0
9.45,1,6,75.7,27.5,0
5.84,4,6,62.9,50.3,0
5.46,3,3,78.2,70.2,0
7.43,2,3,52.0,91.0,0
7.96,2,3,48.8,51.1,0
7.46,1,2,57.7,55.2,1
5.02,5,3,57.2,69.3,1
7.39,0,3,79.5,60.6,0
5.93,2,3,79.3,59.8,0
8.3,3,1,99.3,61.7,1
7.94,1,4,56.1,87.7,1
6.37,2,1,4.7,84.7,0
6.88,4,4,57.6,68.4,1
6.23,3,2,69.2,92.8,1
7.42,2,2,77.9,75.6,1
8.65,1,5,70.5,85.3,1
6.32,3,4,56.1,55.1,1
8.1,2,1,95.9,58.2,1
6.86,1,1,46.4,58.0,0
6.55,0,5,60.1,66.7,0
7.37,0,3,45.6,68.9,0
6.26,2,1,65.4,72.9,1
6.84,0,1,93.6,97.6,1
6.06,1,5,62.5,78.8,0
9.86,0,4,62.6,60.3,1
7.54,0,4,34.5,68.0,0
6.66,2,1,59.8,90.6,1
7.76,2,0,85.7,79.7,1
7.37,4,4,60.5,90.4,1
7.23,4,2,59.3,60.8,1
8.24,0,4,84.9,57.3,0
8.41,2,1,59.4,57.5,0
6.86,1,1,88.3,62.0,1
6.81,2,4,41.9,52.1,1
7.17,1,2,77.2,72.4,0
4.74,0,1,94.6,72.7,0
5.68,4,1,83.1,88.1,1
9.14,4,3,31.4,41.6,1
9.47,1,4,53.5,53.8,1
7.2,1,2,60.6,80.1,0
8.19,3,2,83.2,70.8,1
7.87,5,4,41.0,68.7,1
10.0,1,3,46.7,87.0,1
8.84,1,1,36.1,52.9,0
7.35,3,1,50.1,57.1,1
6.35,3,3,42.5,55.3,0
5.57,1,2,93.8,37.8,0
7.74,2,3,53.3,70.0,1
6.59,2,2,77.4,60.2,0
5.79,1,6,65.3,57.0,0
6.72,2,7,65.1,54.3,1
6.2,2,4,54.4,67.7,0
9.52,2,2,78.9,56.0,1
8.56,2,2,67.8,71.3,1
7.49,2,0,66.7,74.9,0
9.28,1,5,54.3,63.6,1
7.59,1,2,57.3,62.6,0
6.47,5,4,75.6,70.8,1
9.33,3,4,69.1,67.6,1
8.15,3,4,67.2,88.0,1
6.26,1,5,51.4,72.8,0
7.27,2,3,100.0,84.4,1
6.45,5,3,56.4,77.2,1
5.84,2,5,64.5,48.2,0
8.61,2,4,61.6,59.6,1
9.79,3,3,100.0,67.3,1
5.82,0,4,59.8,81.0,1
8.18,2,3,58.1,96.9,1
6.72,2,3,67.1,60.7,1
6.92,2,4,52.5,68.8,1
6.79,1,3,67.0,80.0,1
6.46,2,1,100.0,67.1,1
7.56,1,3,70.4,92.7,0
6.5,2,2,69.7,47.8,0
7.82,2,2,52.1,78.2,0
7.44,5,4,95.8,78.0,1
7.21,2,4,99.9,85.3,1
6.41,2,1,80.3,68.9,0
6.81,1,7,76.8,81.4,1
8.41,1,3,60.8,64.3,1
8.1,0,2,72.0,56.0,0
6.33,0,6,50.0,53.8,1
7.62,2,0,44.7,46.4,0
8.4,4,6,38.2,61.4,1
5.5,2,3,72.4,72.7,0
8.15,5,3,40.2,64.9,1
6.7,1,5,56.0,71.0,0
8.18,1,5,63.9,86.5,0
6.58,2,2,82.9,60.2,0
5.33,0,4,54.6,100.0,0
5.55,0,3,85.0,79.3,0
7.56,4,6,81.9,65.0,1
7.81,3,1,45.7,64.7,0
6.41,1,3,85.2,52.9,0
8.27,2,5,59.9,67.6,1
5.51,0,3,56.0,35.6,0
7.42,0,2,60.0,86.8,0
6.05,1,0,64.9,25.8,0
6.72,2,1,57.5,68.6,1
7.56,2,4,49.9,50.8,0
6.47,1,6,51.5,57.5,0
7.04,0,2,67.5,59.4,0
8.71,3,4,62.1,96.9,1
6.81,3,1,74.5,51.5,0
8.5,3,1,65.9,81.7,1
6.14,5,9,66.4,85.4,1
8.14,2,2,75.7,32.9,0
9.23,2,2,90.5,58.8,1
4.53,3,3,91.3,90.3,1
6.54,2,4,89.1,48.3,0
8.19,2,2,80.7,86.0,1
7.26,2,1,100.0,67.7,0
7.95,5,2,72.9,67.1,1
6.78,4,1,70.9,69.0,1
7.6,1,0,100.0,73.1,1
7.31,5,3,15.9,53.7,1
8.9,1,2,61.1,64.1,1
7.81,3,6,87.5,73.6,0
7.91,1,2,82.6,70.7,0
7.01,3,2,100.0,73.2,1
6.91,4,2,66.9,57.2,0
6.98,3,6,57.2,77.5,1
7.97,3,1,59.0,69.9,1
6.99,2,4,70.7,44.3,0
7.85,4,4,94.2,60.0,1
9.99,4,2,94.4,54.6,1
8.55,1,3,64.0,54.4,0
7.11,2,0,69.6,60.9,0
8.94,2,3,54.0,77.2,1
7.01,2,4,55.9,58.6,1
5.05,2,2,83.8,71.4,0
6.29,2,4,93.8,68.9,1
5.26,4,0,52.4,56.3,0
7.08,1,2,69.4,62.8,0
7.52,1,4,60.6,81.0,1
9.51,1,4,80.5,70.2,1
7.89,2,2,58.0,76.2,1
7.24,1,3,30.3,87.1,0
8.5,1,4,83.1,74.5,1
4.85,3,4,59.5,39.2,0
7.78,2,3,61.4,72.1,1
8.43,1,3,72.8,58.7,1
5.73,1,3,71.4,95.2,1
8.87,3,2,73.2,74.0,1
7.91,0,3,35.7,59.0,1
7.0,2,4,75.0,76.5,0
8.26,3,5,30.6,69.4,0
10.0,0,5,78.9,42.2,1
7.72,3,1,85.1,80.9,1
7.8,2,5,40.4,61.9,0
6.95,3,4,70.9,89.3,1
6.48,2,2,84.0,66.1,1
8.5,2,2,56.9,89.6,1
6.47,3,1,77.1,74.4,0
7.59,2,3,14.9,82.6,0
6.93,3,5,84.8,60.6,1
8.07,2,1,65.5,73.3,1
7.9,0,2,60.4,42.1,1
8.75,1,3,82.7,66.1,1
6.89,3,3,96.1,45.7,0
7.18,2,3,73.7,50.9,1
6.33,3,3,94.0,54.6,1
6.97,1,5,37.0,77.9,1
7.95,2,4,77.0,65.8,1
8.41,0,3,62.6,68.5,1
6.39,1,5,50.8,65.4,0
8.54,1,4,30.3,84.2,0
9.13,0,1,76.0,68.1,0
8.0,4,3,80.8,71.7,1
9.75,5,3,89.2,59.4,0
6.57,4,1,86.2,85.2,1
6.01,3,5,51.1,86.4,1
5.37,1,3,88.2,67.4,1
9.3,4,2,90.1,59.2,1
8.29,2,3,60.3,43.8,1
7.43,3,3,65.5,55.0,1
7.84,2,3,48.2,35.5,1
6.15,0,1,91.7,54.3,0
10.0,2,5,37.8,73.4,1
7.66,2,1,74.6,67.2,1
7.63,3,4,54.3,100.0,1
8.37,1,2,45.1,62.4,1
8.08,0,3,31.3,61.3,0
7.77,1,4,61.1,83.9,1
6.55,3,3,42.2,39.1,1
8.07,1,8,66.0,45.8,1
9.76,1,2,96.8,78.0,1
9.11,2,2,68.6,65.1,1
9.41,5,1,100.0,65.4,1
6.89,4,1,47.3,53.9,1
6.31,2,5,41.9,71.6,0
7.35,2,2,46.5,55.9,0
7.57,5,0,63.8,69.1,1
8.81,1,2,100.0,50.6,0
5.47,2,5,35.1,65.3,0
9.34,1,4,76.2,98.4,1
7.31,3,4,52.4,61.6,1
6.99,0,4,61.0,66.0,1
6.29,0,4,42.4,65.0,0
5.51,2,1,80.8,70.6,0
8.49,1,3,64.2,75.0,1
7.59,1,1,84.6,71.9,0
5.95,2,4,68.2,72.2,1
5.95,1,4,30.2,65.3,1
7.1,2,3,84.7,69.5,0
9.5,2,3,28.8,64.8,1
7.19,3,3,31.3,40.8,0
5.7,3,4,48.5,100.0,1
7.21,1,2,48.7,78.9,0
7.17,1,3,90.1,53.3,1
4.26,1,4,61.9,71.5,0
7.43,2,5,87.5,47.8,1
7.22,2,2,54.8,60.6,0
8.34,1,2,70.7,45.8,1
9.72,1,1,73.5,67.2,1
8.85,3,2,77.5,44.3,1
7.18,1,4,56.6,73.8,0
6.17,5,2,58.2,78.2,1
10.0,2,2,59.6,55.6,1
7.57,3,4,35.3,70.4,1
7.52,0,3,63.5,54.8,0
7.47,3,4,58.1,75.7,1
7.74,0,1,75.4,57.7,1
7.33,4,3,66.6,79.8,1
6.81,1,6,89.1,40.8,0
6.84,2,3,66.3,52.9,0
7.46,3,1,54.9,51.4,0
6.85,1,3,66.0,71.1,1
6.64,0,6,78.0,76.3,1
7.63,2,4,33.1,72.2,0
7.19,2,4,52.1,60.4,0
9.3,2,1,52.5,26.1,0
4.32,0,5,72.4,68.6,0
8.81,3,0,74.5,79.8,1
9.0,5,5,66.8,100.0,1
5.01,1,2,20.4,61.6,0
7.09,2,0,35.3,58.0,0
7.05,2,3,60.7,72.8,1
5.81,5,6,56.0,64.2,1
6.57,1,3,65.1,87.1,1
6.17,2,2,56.6,55.9,1
9.6,1,2,92.6,64.3,0
8.62,1,2,23.7,81.1,0
9.03,2,3,70.4,72.6,1
8.37,0,7,79.9,85.4,1
6.15,4,0,77.6,61.5,1
6.87,2,3,79.2,86.9,1
8.09,3,3,81.8,43.0,1
6.03,1,4,54.1,43.6,0
8.36,1,3,45.2,87.2,1
7.21,3,3,28.4,68.1,0
7.05,2,3,58.5,81.8,0
8.35,2,3,51.0,69.5,1
8.03,0,7,85.9,67.9,1
7.07,1,2,59.8,48.1,0
8.89,2,2,46.5,67.6,1
6.2,0,3,43.6,88.4,0
8.24,4,3,100.0,68.9,1
8.21,5,4,64.6,78.2,1
7.13,0,2,50.9,77.8,0
7.89,0,3,67.2,52.8,1
6.0,5,3,99.1,80.9,1
8.61,0,3,58.0,63.3,1
7.28,1,2,77.4,64.1,1
6.87,0,3,86.4,99.5,1
8.76,3,1,31.0,77.0,0
6.65,2,5,53.5,58.4,1
5.81,3,4,84.1,69.0,1
5.63,5,3,52.4,68.5,1
8.23,5,4,72.5,93.3,1
5.96,2,3,51.3,68.6,0
9.61,3,3,57.0,100.0,1
5.0,5,4,54.8,48.5,1
9.54,3,3,76.5,67.5,1
7.75,2,4,68.6,56.6,0
7.38,3,2,66.8,60.6,1
6.85,1,5,100.0,60.9,1
7.98,1,4,96.3,57.3,0
7.45,4,2,29.3,94.0,1
8.82,0,3,57.0,89.3,1
7.64,5,4,100.0,74.0,1
7.68,2,4,54.7,60.9,1
7.06,3,4,100.0,57.8,0
7.43,2,5,57.3,79.1,1
7.87,0,2,60.8,72.5,1
5.45,1,3,80.5,65.8,0
5.88,4,3,63.4,76.1,1
8.39,3,3,73.9,81.4,1
7.71,3,2,93.3,65.7,1
7.28,5,3,78.7,56.2,0
7.52,1,2,67.5,48.2,0
7.92,4,6,95.1,71.8,1
6.85,1,4,80.8,100.0,0
6.57,1,2,51.8,51.3,0
7.74,1,1,100.0,84.5,1
6.33,0,4,76.6,57.9,0
7.99,1,4,61.2,60.9,1
5.46,4,2,28.6,81.7,1
8.73,2,6,40.2,64.2,1
8.07,1,3,95.6,71.7,0
7.81,1,0,96.3,71.4,0
8.68,1,3,66.5,57.9,0
9.5,2,1,33.1,81.4,0
8.72,2,2,45.4,67.1,1
5.29,0,3,35.8,47.2,0
5.96,2,2,35.1,54.6,0
6.75,1,3,100.0,21.3,0
7.53,2,3,100.0,68.8,1
8.12,2,2,44.8,87.6,1
6.63,0,5,64.8,52.3,1
7.72,2,1,41.9,76.8,1
6.59,0,3,64.7,74.5,1
6.77,3,3,94.5,56.7,0
5.81,4,3,84.4,91.0,1
6.39,4,4,79.6,63.9,1
5.88,3,4,61.5,98.2,1
6.33,3,1,87.7,43.5,1
8.76,2,4,76.6,64.0,1
6.36,0,2,72.3,65.7,0
10.0,2,1,62.9,67.4,0
8.09,3,3,70.7,78.7,0
7.72,1,4,70.2,100.0,0
6.47,2,0,55.3,74.8,1
8.34,1,4,51.1,68.4,1
6.81,1,3,47.1,51.6,1
7.65,2,4,48.2,39.6,1
10.0,3,0,61.6,85.6,1
7.38,2,2,58.7,59.8,0
8.88,0,6,53.8,100.0,0
6.66,3,4,52.5,81.0,1
7.46,2,4,70.3,73.1,1
9.62,2,2,89.8,73.9,1
6.75,0,1,64.8,74.1,0
9.67,4,2,63.6,57.6,1
8.35,2,3,48.2,41.7,0
6.83,2,2,61.0,59.7,0
8.26,1,4,86.4,67.7,1
